$00D01CF8|D02|
$001F3108|D02|
$000F2CE4|D02|
$00260BF4|D02|
$00CF2702|T02|
$017A379A|T02|
$01120AEA|T02|
$009F0710|T02|
$00330C8E|P02|
$0027121A|P02|
$00B716B2|P02|
$006004FC|P02|
$00671888|P02|
